,cell_x,cell_y,car,population,houses,houses_parking,charger_count,charger_value,building_religion,building_sale,building_edu,building_work,building_factory,public_parking_lot,public_parking_space,tot_count_
1953,127.0930799,37.32825156,12735,512,612,442,2,0.999526403,4,1,11,0,0,3,136,1984.141
1954,127.0930847,37.32735019,12735,453,1780,1313,2,0.999526403,4,2,11,0,0,3,136,343.338
1955,127.0930896,37.32644882,12735,650,1168,871,2,0.999526403,3,3,8,0,0,3,136,738.561
1956,127.0930944,37.32554745,12735,297,774,356,4,0.999052806,3,3,15,1,0,4,158,116.045
1957,127.0930993,37.32464607,12735,693,0,0,4,0.999052806,2,3,23,1,0,4,636,10099.347
1958,127.0931042,37.3237447,12735,692,416,316,2,0.999526403,2,3,25,1,0,5,1079,1055.939
1959,127.093109,37.32284333,13939,451,416,316,2,0.999526403,1,3,24,2,0,4,1060,625.584
1960,127.0931139,37.32194196,14541,379,0,0,2,0.999526403,1,2,26,2,0,4,1081,346.408
1961,127.0931187,37.32104059,14541,66,0,0,2,0.999526403,2,2,25,2,0,4,1081,50.547
1962,127.0931236,37.32013922,14541,141,0,0,2,0.999526403,2,0,21,2,0,4,1081,1513.792
1963,127.0931285,37.31923785,14541,410,0,0,2,0.999526403,3,0,23,2,0,3,513,120.472
1964,127.0931333,37.31833648,14541,0,0,0,2,0.999526403,3,0,21,1,0,3,513,74.295
1965,127.0931382,37.3174351,14541,374,0,0,10,0.997632015,2,0,12,1,0,2,491,2018.235
1966,127.093143,37.31653373,14541,156,1828,2644,10,0.997632015,2,0,7,0,0,1,443,2876.193
1967,127.0931479,37.31563236,14541,516,1828,2644,10,0.997632015,2,0,6,0,0,0,0,13560.877
1968,127.0931528,37.31473099,14541,536,2182,2266,1,0.999763202,3,0,8,0,0,0,0,2369.837
1969,127.0931576,37.31382962,13079,1072,2182,2266,1,0.999763202,3,0,6,0,0,0,0,15084.08
1970,127.0931625,37.31292824,12348,803,0,0,1,0.999763202,3,0,7,0,0,0,0,1090.76
1971,127.0931673,37.31202687,12348,536,0,0,1,0.999763202,3,0,6,0,0,0,0,5531.716
1972,127.0931722,37.3111255,15262,0,0,0,1,0.999763202,2,0,7,0,0,0,0,670.358
1973,127.0931819,37.30932275,15262,0,0,0,16,0.996211224,2,0,5,0,1,0,0,284.587
1974,127.0931916,37.30752001,12348,0,0,0,16,0.996211224,2,0,3,0,1,0,0,8.424
1975,127.093245,37.29760489,15262,6,0,0,0,1,0,0,1,1,1,0,0,36.74
1976,127.0932499,37.29670352,15262,0,0,0,0,1,0,0,0,1,1,0,0,3.253
1977,127.0932547,37.29580214,15262,15,0,0,0,1,0,0,0,1,1,0,0,3.048
1978,127.0932596,37.29490077,15262,0,0,0,0,1,0,0,0,1,1,0,0,58.608
1979,127.093279,37.29129526,14468,0,0,0,1,0.999763202,0,0,0,0,1,0,0,15.883
1980,127.0932838,37.29039389,14468,0,0,0,1,0.999763202,0,0,0,0,0,0,0,104.65
1981,127.0932887,37.28949251,14468,0,0,0,1,0.999763202,0,0,0,0,0,0,0,22.394
1982,127.0933275,37.2822815,14468,0,0,0,0,1,0,0,0,0,0,0,0,57.408
1983,127.0933372,37.28047875,14468,0,0,0,0,1,1,0,0,0,0,0,0,16.963
1984,127.0933663,37.27507048,14200,0,0,0,1,0.999763202,2,0,1,0,0,0,0,16.935
1985,127.0933711,37.2741691,14200,14,0,0,1,0.999763202,2,0,1,0,0,0,0,850.572
1986,127.093376,37.27326772,14200,114,0,0,1,0.999763202,1,0,1,1,1,0,0,53.966
1987,127.0933808,37.27236634,14200,197,0,0,1,0.999763202,1,0,1,1,1,0,0,132.444
1988,127.0933857,37.27146496,14200,136,0,0,1,0.999763202,1,0,2,1,1,0,0,8.507
1989,127.0933905,37.27056359,8211,0,0,0,5,0.998816008,1,0,2,1,1,0,0,92.664
1990,127.0933954,37.26966221,8211,0,0,0,8,0.998105612,1,0,3,2,1,0,0,3.256
1991,127.0934051,37.26785945,8211,0,0,0,8,0.998105612,1,0,2,0,0,0,0,325.116
1992,127.0934099,37.26695807,8211,0,0,0,8,0.998105612,1,0,2,0,0,0,0,220.844
1993,127.0934148,37.26605669,8211,526,0,0,8,0.998105612,1,0,2,0,0,0,0,215.49
1994,127.0934196,37.26515531,8211,375,400,405,8,0.998105612,1,0,2,0,1,0,0,3057.375
1995,127.0934245,37.26425393,8211,0,0,0,8,0.998105612,1,0,2,0,1,1,11,26.568
1996,127.0934293,37.26335255,8211,0,0,0,8,0.998105612,1,0,2,0,2,0,0,5.748
1997,127.0934342,37.26245117,8211,0,0,0,8,0.998105612,0,0,1,0,2,0,0,1038.225
1998,127.093439,37.26154979,8211,0,0,0,1,0.999763202,0,0,0,0,2,0,0,35.28
1999,127.0934487,37.25974703,8211,0,0,0,1,0.999763202,0,0,0,0,2,0,0,91.442
2000,127.0934535,37.25884565,8211,0,0,0,1,0.999763202,0,0,0,0,2,0,0,40.86
2001,127.0934584,37.25794427,8211,0,0,0,1,0.999763202,0,0,0,0,3,0,0,426.653
2002,127.0934632,37.25704288,8211,0,0,0,1,0.999763202,0,0,0,0,1,0,0,20.592
2003,127.0934681,37.2561415,8211,0,0,0,1,0.999763202,0,0,0,0,2,0,0,7.971
2004,127.0934729,37.25524012,8211,0,0,0,1,0.999763202,0,0,0,0,1,0,0,6.512
2005,127.0934777,37.25433874,8211,8,0,0,3,0.999289605,0,0,0,0,0,0,0,4.23
2006,127.0936278,37.22639585,10289,0,0,0,1,0.999763202,0,0,3,2,34,0,0,206.776
2007,127.0936375,37.22459308,10289,0,0,0,0,1,1,0,3,2,34,0,0,3.556
2008,127.0936471,37.22279031,9417,0,0,0,0,1,1,0,4,2,40,0,0,362.369
2009,127.0936665,37.21918476,9417,0,0,0,0,1,0,0,2,2,21,0,0,33.921
2010,127.0936713,37.21828337,9417,0,0,0,0,1,0,0,2,2,12,0,0,297.612
2011,127.0941165,37.34538144,20322,0,0,0,17,0.995974426,2,0,1,0,0,0,0,76.266
2012,127.0941213,37.34448008,20322,0,0,0,17,0.995974426,4,0,1,0,0,0,0,854.26
2013,127.0941359,37.34177597,20322,850,1057,1383,17,0.995974426,4,3,2,0,0,1,35,359.801
2014,127.0941407,37.3408746,20322,164,1057,1383,17,0.995974426,4,3,3,0,0,1,35,425.456
2015,127.0941456,37.33997323,20322,0,0,0,17,0.995974426,3,3,4,0,0,1,35,654.264
2016,127.0941504,37.33907187,20322,13,181,265,17,0.995974426,4,3,4,0,0,0,0,145.242
2017,127.0941553,37.3381705,20322,445,181,265,17,0.995974426,3,3,6,0,0,0,0,7499.542
2018,127.0941601,37.33726913,20322,687,627,750,17,0.995974426,3,3,7,0,0,0,0,5021.621
2019,127.094165,37.33636776,20322,194,396,400,13,0.99692162,3,2,8,0,0,0,0,205.544
2020,127.0941698,37.33546639,20322,471,396,400,3,0.999289605,1,1,10,0,0,0,0,975.445
2021,127.0941747,37.33456502,20322,0,0,0,3,0.999289605,1,1,13,0,0,0,0,16.01
2022,127.0941795,37.33366365,17793,469,0,0,3,0.999289605,2,0,13,0,0,0,0,338.995
2023,127.0941844,37.33276228,12735,0,0,0,3,0.999289605,3,0,13,0,0,0,0,45.944
2024,127.0941892,37.33186091,12735,705,0,0,2,0.999526403,4,0,10,0,0,1,19,192.312
2025,127.0941941,37.33095954,12735,638,1137,710,2,0.999526403,3,0,10,1,0,2,109,12043.088
2026,127.0941989,37.33005817,12735,183,1137,710,2,0.999526403,4,0,9,1,0,2,109,607.02
2027,127.0942038,37.3291568,12735,92,0,0,2,0.999526403,4,1,9,0,0,3,136,69.09
2028,127.0942086,37.32825543,12735,280,0,0,2,0.999526403,4,2,11,0,0,3,136,91.178
2029,127.0942135,37.32735406,12735,381,1780,1313,2,0.999526403,4,3,11,0,0,3,136,821.868
2030,127.0942183,37.32645269,12735,378,1168,871,2,0.999526403,3,3,10,1,0,4,158,58116.93
2031,127.0942231,37.32555132,12735,723,0,0,2,0.999526403,3,3,20,1,0,5,726,179.161
2032,127.094228,37.32464995,12735,0,0,0,2,0.999526403,2,3,24,1,0,6,1169,1704.022
2033,127.0942328,37.32374858,12735,476,416,316,2,0.999526403,2,3,26,1,0,5,1079,2167.338
2034,127.0942377,37.32284721,14541,248,0,0,2,0.999526403,2,3,27,2,0,4,1060,13091.972
2035,127.0942425,37.32194584,14541,13,0,0,2,0.999526403,2,3,27,2,0,4,1060,99.102
2036,127.0942474,37.32104447,14541,201,0,0,2,0.999526403,2,2,25,2,0,3,1033,560.633
2037,127.0942522,37.32014309,14541,105,0,0,2,0.999526403,2,1,22,2,0,4,1081,70.4
2038,127.0942571,37.31924172,14541,0,0,0,2,0.999526403,3,0,20,2,0,4,1081,80.882
2039,127.0942619,37.31834035,14541,0,0,0,2,0.999526403,3,0,20,1,0,2,465,78.559
2040,127.0942668,37.31743898,14541,410,0,0,2,0.999526403,3,0,15,1,0,1,443,935.567
2041,127.0942716,37.31653761,14541,691,0,0,10,0.997632015,2,0,8,1,0,1,443,553.912
2042,127.0942765,37.31563624,14541,517,0,0,10,0.997632015,1,0,4,0,0,0,0,2189.623
2043,127.0942813,37.31473486,14541,229,438,525,1,0.999763202,3,0,5,0,0,0,0,2679.434
2044,127.0942861,37.31383349,14541,0,438,525,1,0.999763202,3,0,6,0,0,0,0,27.588
2045,127.094291,37.31293212,15262,0,0,0,1,0.999763202,3,0,7,0,0,0,0,10.46
2046,127.0942958,37.31203075,12348,259,0,0,1,0.999763202,3,0,7,0,0,0,0,121.694
2047,127.0943007,37.31112937,15262,0,0,0,1,0.999763202,2,0,7,0,0,0,0,1094.795
2048,127.0943055,37.310228,15262,0,0,0,1,0.999763202,2,0,8,0,1,0,0,74.182
2049,127.0943104,37.30932663,15262,6,0,0,1,0.999763202,2,0,7,0,1,0,0,299.852
2050,127.0943443,37.30301701,15262,58,0,0,0,1,1,0,1,0,6,0,0,796.005
2051,127.0943491,37.30211564,15262,57,0,0,0,1,1,0,1,0,6,0,0,98.73
2052,127.0943539,37.30121426,15262,0,0,0,0,1,1,0,1,0,5,0,0,45.758
2053,127.0943781,37.29670739,15262,14,0,0,0,1,0,0,0,1,1,0,0,781.911
2054,127.094383,37.29580601,15262,8,0,0,0,1,0,0,0,1,1,0,0,39.069
2055,127.0944169,37.28949638,14468,0,0,0,1,0.999763202,0,0,0,0,0,0,0,3.725
2056,127.0944556,37.28228537,14468,0,0,0,0,1,0,0,0,0,0,0,0,7.034
2057,127.0945136,37.27146883,14200,0,0,0,5,0.998816008,1,0,1,2,1,0,0,3.323
2058,127.0945184,37.27056745,14200,0,0,0,5,0.998816008,0,0,2,2,1,0,0,27.239
2059,127.0945232,37.26966607,8211,0,0,0,5,0.998816008,1,0,2,1,1,0,0,3.575
2060,127.0945281,37.2687647,8211,434,0,0,8,0.998105612,1,0,3,1,0,0,0,915.463
2061,127.0945329,37.26786332,8211,568,0,0,8,0.998105612,1,0,2,1,0,0,0,14730.639
2062,127.0945377,37.26696194,8211,473,0,0,8,0.998105612,1,0,2,1,0,0,0,285.693
2063,127.0945426,37.26606056,8211,216,0,0,8,0.998105612,1,0,2,0,0,0,0,406.277
2064,127.0945474,37.26515918,8211,276,400,405,8,0.998105612,1,0,2,0,1,0,0,23.25
2065,127.0945522,37.2642578,8211,292,0,0,8,0.998105612,1,0,2,0,2,0,0,98.528
2066,127.0945667,37.26155366,8211,0,0,0,8,0.998105612,0,0,0,0,3,0,0,7.31
2067,127.0945861,37.25794813,8211,0,0,0,1,0.999763202,0,0,0,0,7,0,0,29.664
2068,127.0945909,37.25704675,8211,35,0,0,1,0.999763202,0,0,0,0,6,0,0,218.041
2069,127.0947695,37.22369555,9417,0,0,0,0,1,1,0,1,2,38,0,0,3.755
2070,127.0947743,37.22279417,9417,83,0,0,0,1,1,0,2,2,39,0,0,68.506
2071,127.0947791,37.22189278,9417,0,0,0,0,1,1,0,2,2,39,0,0,4.661
2072,127.0947839,37.22099139,9417,0,0,0,0,1,1,0,2,2,34,0,0,6.37
2073,127.0947888,37.22009001,9417,0,0,0,0,1,1,0,2,2,22,0,0,3118.684
2074,127.0947936,37.21918862,9417,0,0,0,0,1,1,0,2,2,18,0,0,763.982
2075,127.0952455,37.34538531,20322,0,0,0,17,0.995974426,2,0,1,0,0,0,0,21.87
2076,127.0952503,37.34448394,20322,0,0,0,17,0.995974426,4,1,1,0,0,1,35,47.592
2077,127.0952551,37.34358258,20322,0,0,0,17,0.995974426,4,2,1,0,0,1,35,9.444
2078,127.0952648,37.34177984,20322,519,1057,1383,17,0.995974426,4,2,2,0,0,1,35,69.418
2079,127.0952696,37.34087847,20322,122,1057,1383,17,0.995974426,3,3,3,0,0,1,35,197.812
2080,127.0952745,37.3399771,20322,288,0,0,17,0.995974426,3,3,4,0,0,1,35,850.894
2081,127.0952793,37.33907573,20322,754,0,0,17,0.995974426,2,3,4,0,0,1,35,872.55
2082,127.0952842,37.33817436,20322,856,0,0,17,0.995974426,3,3,6,0,0,0,0,1019.28
2083,127.095289,37.337273,20322,254,0,0,17,0.995974426,3,3,6,0,0,0,0,608.124
2084,127.0952938,37.33637163,20322,0,262,262,13,0.99692162,3,3,7,0,0,0,0,30.836
2085,127.0952987,37.33547026,20322,497,262,262,2,0.999526403,1,2,9,0,0,0,0,1734.797
2086,127.0953035,37.33456889,20322,0,0,0,2,0.999526403,1,1,12,1,0,0,0,816.979
2087,127.0953083,37.33366752,20322,309,0,0,2,0.999526403,1,0,14,0,0,0,0,1611.108
2088,127.0953132,37.33276615,12735,608,0,0,2,0.999526403,2,0,14,1,0,0,0,141.509
2089,127.095318,37.33186478,12735,665,0,0,2,0.999526403,4,0,11,1,0,2,109,2922.529
2090,127.0953228,37.33096341,12735,0,0,0,2,0.999526403,3,0,11,1,0,2,109,4.56
2091,127.0953277,37.33006204,12735,0,0,0,2,0.999526403,4,0,9,1,0,4,451,43.5
2092,127.0953325,37.32916067,12735,0,0,0,2,0.999526403,4,1,9,1,0,5,478,345.24
2093,127.0953373,37.3282593,12735,253,0,0,2,0.999526403,4,3,12,1,0,5,478,899.606
2094,127.0953422,37.32735793,12735,203,0,0,2,0.999526403,3,3,9,0,0,5,478,93.924
2095,127.095347,37.32645656,12735,852,0,0,2,0.999526403,3,3,11,1,0,6,500,18368.367
2096,127.0953518,37.32555519,12735,264,0,0,2,0.999526403,2,3,23,1,0,7,1068,1680.866
2097,127.0953567,37.32465382,12735,25,0,0,2,0.999526403,2,3,25,1,0,6,1169,696.495
2098,127.0953615,37.32375244,13638,0,0,0,2,0.999526403,3,3,28,2,0,6,1169,84.259
2099,127.0953663,37.32285107,14541,0,0,0,2,0.999526403,3,3,29,2,0,4,1060,792.242
2100,127.0953712,37.3219497,14541,6,0,0,2,0.999526403,2,3,28,2,0,4,1060,1829.912
2101,127.095376,37.32104833,14541,6,0,0,2,0.999526403,2,3,28,2,0,3,1033,620.73
2102,127.0953808,37.32014696,14541,0,0,0,2,0.999526403,2,1,25,2,0,3,1033,590.639
2103,127.0953857,37.31924559,14541,0,0,0,2,0.999526403,2,0,22,2,0,3,1033,103.048
2104,127.0953953,37.31744284,14541,581,0,0,2,0.999526403,3,0,12,2,0,1,443,533.673
2105,127.0954002,37.31654147,14541,406,0,0,10,0.997632015,3,0,6,2,0,1,443,432.148
2106,127.095405,37.3156401,14541,336,501,1280,10,0.997632015,1,0,3,0,0,0,0,345.106
2107,127.0954098,37.31473873,14541,0,501,1280,1,0.999763202,3,0,5,0,0,0,0,18.236
2108,127.0954292,37.31113324,15262,0,0,0,1,0.999763202,2,0,7,0,1,0,0,3.567
2109,127.095434,37.31023186,15262,160,0,0,1,0.999763202,2,0,8,0,1,0,0,138.757
2110,127.0954388,37.30933049,15262,6,0,0,1,0.999763202,2,0,7,0,1,0,0,93.633
2111,127.0954436,37.30842912,15262,0,0,0,1,0.999763202,2,0,5,0,1,0,0,556.879
2112,127.0954485,37.30752774,15262,59,0,0,5,0.998816008,2,0,5,0,2,0,0,843.578
2113,127.0954678,37.30392225,15262,148,0,0,0,1,1,0,1,0,7,0,0,193.115
2114,127.0954726,37.30302087,15262,111,0,0,0,1,1,0,1,0,6,0,0,329.642
2115,127.0954774,37.3021195,15262,52,0,0,0,1,1,0,1,0,6,0,0,4.763
2116,127.0954823,37.30121812,15262,111,0,0,0,1,1,0,1,0,6,0,0,209.198
2117,127.0954871,37.30031675,15262,0,0,0,0,1,1,0,1,0,5,0,0,3.253
2118,127.0955402,37.29040162,14468,0,0,0,1,0.999763202,0,0,0,0,0,0,0,5.036
2119,127.0955884,37.28138785,14468,0,0,0,1,0.999763202,0,0,4,0,0,0,0,67.628
2120,127.0956366,37.27237407,14200,0,0,0,4,0.999052806,0,0,1,1,0,0,0,22.655
2121,127.0956415,37.27147269,14200,0,0,0,4,0.999052806,0,0,1,1,0,0,0,142.081
2122,127.0956463,37.27057131,11205.5,0,0,0,5,0.998816008,0,0,2,1,0,0,0,301.187
2123,127.0956511,37.26966993,8211,0,541,376,5,0.998816008,0,0,2,1,0,0,0,53.741
2124,127.0956559,37.26876855,8211,868,541,376,8,0.998105612,1,0,2,2,0,0,0,39460.004
2125,127.0956608,37.26786717,8211,710,901,919,8,0.998105612,1,0,2,2,0,0,0,994.034
2126,127.0956656,37.26696579,8211,352,2580,2891,8,0.998105612,1,0,2,2,0,0,0,2890.827
2127,127.0956704,37.26606441,8211,443,1679,1972,8,0.998105612,1,0,2,2,2,0,0,328.192
2128,127.0956752,37.26516303,8211,434,0,0,8,0.998105612,1,0,2,0,3,0,0,84.674
2129,127.09568,37.26426165,8211,645,0,0,8,0.998105612,0,0,2,0,3,0,0,734.236
2130,127.0956848,37.26336027,8211,12,0,0,8,0.998105612,0,0,1,0,3,0,0,3.54
2131,127.0956897,37.26245889,8211,20,0,0,8,0.998105612,0,0,0,0,3,0,0,1371.172
2132,127.0956945,37.26155751,8211,14,0,0,8,0.998105612,0,0,0,0,3,0,0,32.884
2133,127.0957089,37.25885337,8211,0,0,0,1,0.999763202,0,0,0,0,7,0,0,66.8
2134,127.0957138,37.25795199,8211,0,0,0,1,0.999763202,0,0,0,0,9,0,0,78.24
2135,127.0957186,37.25705061,8211,8,0,0,0,1,0,0,0,0,10,0,0,3223.542
2136,127.0957667,37.24803679,8211,0,0,0,0,1,0,0,2,0,0,0,0,27.81
2137,127.0957715,37.2471354,8211,0,0,0,0,1,0,0,2,0,0,0,0,761.264
2138,127.0957764,37.24623402,8211,0,0,0,0,1,0,0,2,0,0,0,0,30.06
2139,127.0959015,37.22279802,9417,25,0,0,0,1,1,0,0,3,39,0,0,570.392
2140,127.0959063,37.22189663,9417,0,0,0,0,1,1,0,2,3,36,0,0,42.744
2141,127.0959159,37.22009386,9417,0,0,0,0,1,1,0,2,2,19,0,0,51.41
2142,127.0959255,37.21829108,9417,0,0,0,0,1,0,0,2,1,13,0,0,10.392
2143,127.0963841,37.34358643,20322,0,0,0,17,0.995974426,3,2,1,0,0,1,35,907.258
2144,127.0963889,37.34268506,20322,0,0,0,17,0.995974426,3,3,1,0,0,1,35,13.432
2145,127.0963938,37.3417837,20322,556,0,0,17,0.995974426,3,3,1,0,0,1,35,472.023
2146,127.0963986,37.34088233,20322,570,0,0,17,0.995974426,2,3,2,0,0,1,35,1722.029
2147,127.0964034,37.33998096,20322,0,220,425,17,0.995974426,2,4,4,0,0,1,35,150.729
2148,127.0964082,37.33907959,20322,613,0,0,17,0.995974426,2,3,4,0,0,1,35,11327.349
2149,127.096413,37.33817822,20322,745,1128,1126,17,0.995974426,2,3,6,0,0,1,35,5443.238
2150,127.0964179,37.33727685,20322,328,344,549,17,0.995974426,3,3,6,2,0,0,0,2575.281
2151,127.0964227,37.33637548,20322,304,262,262,2,0.999526403,2,3,7,2,0,0,0,367.326
2152,127.0964275,37.33547411,20322,201,262,262,2,0.999526403,1,2,8,2,0,0,0,288.465
2153,127.0964323,37.33457274,20322,24,0,0,2,0.999526403,1,0,9,3,0,0,0,895.084
2154,127.0964372,37.33367137,20322,209,0,0,2,0.999526403,1,0,13,3,0,0,0,4934.86
2155,127.096442,37.33277,12735,312,0,0,2,0.999526403,1,0,14,3,0,0,0,303.982
2156,127.0964468,37.33186863,12735,621,1620,761,2,0.999526403,1,0,11,2,0,2,109,18581.412
2157,127.0964516,37.33096726,12735,593,1620,761,2,0.999526403,3,0,10,2,0,4,451,444.993
2158,127.0964564,37.33006589,12735,641,0,0,2,0.999526403,3,0,10,1,0,4,451,2137.428
2159,127.0964613,37.32916452,12735,0,0,0,2,0.999526403,3,1,10,1,0,5,478,198.804
2160,127.0964661,37.32826315,12735,0,0,0,2,0.999526403,3,3,7,1,0,5,478,12.632
2161,127.0964709,37.32736178,12735,11,0,0,2,0.999526403,3,3,9,2,0,5,478,606.018
2162,127.0964757,37.32646041,12735,0,0,0,2,0.999526403,2,3,10,2,0,7,1068,27.593
2163,127.0964805,37.32555904,12735,67,0,0,2,0.999526403,2,3,21,3,0,7,1068,88.663
2164,127.0964854,37.32465767,12735,32,0,0,2,0.999526403,2,3,25,3,0,8,1511,581.298
2165,127.0964902,37.3237563,12735,30,0,0,2,0.999526403,3,3,28,4,0,6,1169,6016.952
2166,127.096495,37.32285493,12735,48,0,0,2,0.999526403,3,3,29,3,0,4,1060,1724.55
2167,127.0964998,37.32195356,13939,0,0,0,2,0.999526403,2,3,30,3,0,4,1060,92.317
2168,127.0965046,37.32105219,14541,0,0,0,2,0.999526403,2,3,30,3,0,4,1060,69.826
2169,127.0965095,37.32015081,14541,343,0,0,2,0.999526403,2,1,29,3,0,3,1033,6281.311
2170,127.0965143,37.31924944,14541,0,0,0,2,0.999526403,2,0,24,3,0,3,1033,312.011
2171,127.0965191,37.31834807,14541,473,0,0,2,0.999526403,2,0,23,2,0,3,1033,547.106
2172,127.0965239,37.3174467,14541,642,0,0,2,0.999526403,3,0,13,2,0,1,443,3659.584
2173,127.0965287,37.31654533,14541,330,0,0,10,0.997632015,3,0,6,2,0,1,443,1256.579
2174,127.0965336,37.31564395,14541,0,501,1280,10,0.997632015,2,0,4,1,0,0,0,12.291
2175,127.0965384,37.31474258,14541,0,501,1280,10,0.997632015,1,0,3,0,1,0,0,533.02
2176,127.0965432,37.31384121,14541,0,0,0,1,0.999763202,3,0,6,0,1,0,0,26.058
2177,127.096548,37.31293983,15262,0,0,0,1,0.999763202,2,0,7,0,0,0,0,112.539
2178,127.0965528,37.31203846,15262,0,0,0,1,0.999763202,2,0,6,0,0,0,0,8.016
2179,127.0965576,37.31113709,15262,0,0,0,1,0.999763202,2,0,6,0,1,0,0,3.256
2180,127.0965625,37.31023572,15262,147,0,0,1,0.999763202,2,0,6,0,1,0,0,30.217
2181,127.0965673,37.30933434,15262,134,0,0,1,0.999763202,2,0,6,0,1,0,0,6262.194
2182,127.0965721,37.30843297,15262,0,0,0,16,0.996211224,2,0,5,0,2,0,0,6.512
2183,127.0965769,37.3075316,15262,65,0,0,16,0.996211224,2,0,4,0,2,0,0,106.594
2184,127.0965865,37.30572885,15262,0,0,0,16,0.996211224,1,0,2,0,6,0,0,64.005
2185,127.0965914,37.30482747,15262,214,0,0,16,0.996211224,1,0,1,0,7,0,0,1509.737
2186,127.0965962,37.3039261,15262,198,0,0,0,1,1,0,1,0,7,0,0,999.815
2187,127.096601,37.30302473,15262,235,0,0,0,1,1,0,1,0,6,0,0,147.225
2188,127.0966106,37.30122198,15262,99,0,0,0,1,1,0,1,0,6,0,0,25.626
2189,127.0966154,37.3003206,15262,142,0,0,0,1,1,0,1,0,5,0,0,734.05
2190,127.0966443,37.29491235,15262,0,0,0,1,0.999763202,0,0,1,1,1,0,0,7.094
2191,127.0966491,37.29401097,15262,8,0,0,1,0.999763202,0,0,1,1,1,0,0,94.844
2192,127.0966539,37.2931096,15262,42,0,0,1,0.999763202,0,0,1,1,1,0,0,9.768
2193,127.0966684,37.29040547,14468,11,0,0,1,0.999763202,0,0,1,0,0,0,0,8.314
2194,127.096678,37.28860272,14468,0,0,0,1,0.999763202,0,0,0,0,0,0,0,72.551
2195,127.0967117,37.28229308,14468,0,0,0,1,0.999763202,2,0,5,0,0,0,0,10.365
2196,127.0967453,37.27598343,14468,0,0,0,4,0.999052806,0,0,2,0,0,0,0,224.916
2197,127.0967501,37.27508205,14468,0,0,0,4,0.999052806,0,0,2,0,0,0,0,75.065
2198,127.0967597,37.2732793,14200,0,0,0,4,0.999052806,0,0,1,1,0,0,0,4.258
2199,127.0967742,37.27057516,12203.66667,0,0,0,4,0.999052806,0,0,1,2,0,0,0,2196.678
2200,127.096779,37.26967378,8211,0,0,0,2,0.999526403,0,0,2,2,0,0,0,438.716
2201,127.0967838,37.2687724,8211,600,541,376,8,0.998105612,0,0,1,2,0,0,0,269.435
2202,127.0967886,37.26787102,8211,0,901,919,8,0.998105612,0,0,1,2,3,0,0,70.62
2203,127.0967934,37.26696964,8211,251,901,919,8,0.998105612,0,0,1,2,5,0,0,103.671
2204,127.0967982,37.26606826,8211,277,0,0,8,0.998105612,0,0,1,2,5,0,0,1119.073
2205,127.096803,37.26516688,8211,624,0,0,8,0.998105612,0,0,1,1,6,0,0,1023.897
2206,127.0968078,37.2642655,8211,582,0,0,8,0.998105612,0,0,0,1,7,0,0,68.605
2207,127.0968222,37.26156136,8211,53,0,0,8,0.998105612,0,0,0,0,4,0,0,3.558
2208,127.0968366,37.25885722,8211,0,0,0,0,1,0,0,1,0,10,0,0,953.4
2209,127.0968703,37.25254754,8211,0,0,0,0,1,1,0,0,0,7,0,0,3.265
2210,127.0968847,37.2498434,8211,0,0,0,0,1,0,0,2,0,2,0,0,230.016
2211,127.0969039,37.24623787,8211,0,0,0,0,1,0,0,4,0,0,0,0,9.606
2212,127.0969951,37.22911156,9417,27,0,0,1,0.999763202,0,0,0,0,2,0,0,8.052
2213,127.0969999,37.22821018,9417,28,0,0,1,0.999763202,0,0,0,0,2,0,0,78.412
2214,127.0970382,37.22099909,9417,0,0,0,0,1,1,0,2,3,17,0,0,10.236
2215,127.097043,37.2200977,9417,0,0,0,0,1,1,0,2,2,14,0,0,312.96
2216,127.0970478,37.21919631,9417,0,0,0,0,1,1,0,2,2,14,0,0,19.2
2217,127.0975179,37.34268891,20322,279,0,0,17,0.995974426,2,3,1,1,0,1,35,155.68
2218,127.0975227,37.34178754,20322,685,0,0,17,0.995974426,3,3,0,1,0,1,35,10553.693
2219,127.0975275,37.34088617,20322,528,1334,1473,17,0.995974426,3,3,1,1,0,1,35,3252.229
2220,127.0975323,37.3399848,20322,755,220,425,17,0.995974426,3,3,4,1,0,1,35,452.039
2221,127.0975371,37.33908344,20322,246,1128,1126,17,0.995974426,3,4,4,0,0,1,35,908.426
2222,127.0975419,37.33818207,20322,428,1472,1675,17,0.995974426,3,3,5,2,0,1,35,114.62
2223,127.0975467,37.3372807,20322,466,344,549,2,0.999526403,3,3,6,2,0,0,0,2122.847
2224,127.0975516,37.33637933,20322,228,0,0,2,0.999526403,0,2,6,2,0,0,0,3341.792
2225,127.0975564,37.33547796,20322,429,0,0,2,0.999526403,0,0,7,3,0,0,0,572.637
2226,127.0975612,37.33457659,20322,28,0,0,2,0.999526403,0,0,8,4,0,0,0,114.652
2227,127.097566,37.33367522,20322,0,0,0,2,0.999526403,0,0,10,4,0,0,0,580.966
2228,127.0975708,37.33277385,12735,276,0,0,2,0.999526403,0,0,10,4,0,0,0,90.986
2229,127.0975756,37.33187248,12735,0,1620,761,2,0.999526403,1,1,9,3,0,2,109,134.2
2230,127.0975804,37.33097111,12735,0,1620,761,2,0.999526403,1,1,8,2,0,4,451,7.742
2231,127.0975852,37.33006974,12735,0,0,0,2,0.999526403,2,1,8,2,0,4,451,221.289
